Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_type,owner_type,size,subscribers_count,watchers_count,languages,full_name,distros_present
generate_parameter_library,PickNikRobotics,Declarative ROS 2 Parameters,https://github.com/PickNikRobotics/generate_parameter_library,486,353,68,49,ros;ros2,BSD-3-Clause,True,True,False,False,False,True,good first issue,41,274,,0,0,0,,,486,14,353,Python;C++;CMake,PickNikRobotics/generate_parameter_library,humble|jazzy|kilted
geographic_info,ros-geographic-info,ROS packages for geographic information,https://github.com/ros-geographic-info/geographic_info,325,76,67,10,,,True,False,False,False,False,False,,12,218,,0,0,0,,,325,13,76,C++;Python;CMake,ros-geographic-info/geographic_info,humble|jazzy|kilted
geometry_tutorials,ros,ROS geometry_tutorials stack migrated from https://kforge.ros.org/geometry/tutorials/branches,https://github.com/ros/geometry_tutorials,208,36,54,2,,Apache-2.0,False,True,False,False,False,False,,18,148,,0,0,0,,,208,12,36,Python;C++;CMake,ros/geometry_tutorials,humble|jazzy|kilted
ign-rviz,ignitionrobotics,ROS 2 visualization using Gazebo Libraries,https://github.com/gazebosim/gz-rviz,387,58,11,13,3d;gazebo;hacktoberfest;ign;ign-gui;ign-rendering;ign-rviz;ignition;ignition-rendering;ignition-rviz;plugin;rendering;robot;robotics;ros;ros2;rviz;visualization,,True,False,False,False,False,True,good first issue,5,81,,0,0,0,,,387,6,58,C++;QML;CMake;Python,gazebosim/gz-rviz,humble|jazzy|kilted
imu_pipeline,ros-perception,Transforms sensor_msgs/Imu messages into new coordinate frames using tf,https://github.com/ros-perception/imu_pipeline,122,126,49,2,,,True,False,False,False,False,False,,13,76,,0,0,0,,,122,10,126,C++;CMake,ros-perception/imu_pipeline,humble|jazzy|kilted
kinematics_interface,ros-controls,,https://github.com/ros-controls/kinematics_interface,352,42,22,2,,Apache-2.0,True,False,False,False,False,True,good first issue,13,147,,0,0,0,,,352,4,42,C++;CMake,ros-controls/kinematics_interface,humble|jazzy|kilted
launch_ros,ros2,Tools for launching ROS nodes and for writing tests involving ROS nodes.,https://github.com/ros2/launch_ros,1480,77,93,67,,Apache-2.0,False,True,False,False,False,True,good first issue,70,508,,0,0,0,,,1480,19,77,Python,ros2/launch_ros,humble|jazzy|kilted
OrbbecSDK_ROS2,orbbec,OrbbecSDK ROS2 wrapper,https://github.com/orbbec/OrbbecSDK_ROS2,694504,247,124,78,3d;camera;depth-camera;robotics;ros2,Apache-2.0,True,False,False,False,True,True,good first issue,10,1233,,0,0,0,,,694504,3,247,C++;Python;C;CMake;Shell,orbbec/OrbbecSDK_ROS2,humble|jazzy
pal_hey5,pal-robotics,,https://github.com/pal-robotics/pal_hey5,826,3,1,0,,Apache-2.0,True,True,False,False,False,True,good first issue,11,124,,0,0,0,,,826,6,3,Python;CMake,pal-robotics/pal_hey5,humble
pal_navigation_cfg_public,pal-robotics,,https://github.com/pal-robotics/pal_navigation_cfg_public,161,0,6,3,,Apache-2.0,False,False,False,False,False,True,good first issue,8,142,,0,0,0,,,161,0,0,Python;CMake,pal-robotics/pal_navigation_cfg_public,humble
pal_robotiq_gripper,pal-robotics,,https://github.com/pal-robotics/pal_robotiq_gripper,14293,3,2,0,robotiq-140mm;robotiq-2f;robotiq-2f-85-gripper;robotiq-85mm;robotiq-gripper,,False,False,False,False,False,True,good first issue,5,155,,0,0,0,,,14293,5,3,Python;CMake,pal-robotics/pal_robotiq_gripper,humble
perception_pcl,ros-perception,PCL (Point Cloud Library) ROS interface stack,https://github.com/ros-perception/perception_pcl,1207,462,365,79,,,True,False,False,False,False,False,,67,462,,0,0,0,,,1207,21,462,C++;Python;CMake,ros-perception/perception_pcl,humble|jazzy|kilted
play_motion2,pal-robotics,A tool to play and handle pre-recorded motions in ROS 2,https://github.com/pal-robotics/play_motion2,402,31,10,4,manipulators;motion-executor;motion-planning;prerecorded-motion-execution;ros2;trajectory;waypoint-following,Apache-2.0,True,False,False,False,False,True,good first issue,7,407,,0,0,0,,,402,7,31,C++;Python;CMake,pal-robotics/play_motion2,humble|jazzy|kilted
play_motion_builder,pal-robotics,,https://github.com/pal-robotics/play_motion_builder,170,20,3,1,,Apache-2.0,True,False,False,False,False,True,good first issue,6,62,,0,0,0,,,170,6,20,C++;JavaScript;CSS;HTML;CMake;Python,pal-robotics/play_motion_builder,humble|jazzy|kilted
raspimouse_sim,rt-net,ROS package suite for Raspberry Pi Mouse Simulator,https://github.com/rt-net/raspimouse_sim,2356,46,29,2,gazebo;raspberry-pi-mouse;raspimouse-ros;ros,MIT,True,False,False,False,False,True,good first issue,4,107,,0,0,0,,,2356,2,46,Python;C++;CMake,rt-net/raspimouse_sim,humble|jazzy
raspimouse_slam_navigation_ros2,rt-net,ROS 2 SLAM and Navigation packages for Raspberry Pi Mouse,https://github.com/rt-net/raspimouse_slam_navigation_ros2,58,23,3,1,navigation;raspberry-pi-mouse;ros2;slam,Apache-2.0,True,False,False,False,False,True,good first issue,2,15,,0,0,0,,,58,2,23,Python;CMake,rt-net/raspimouse_slam_navigation_ros2,humble|jazzy
rcl_logging,ros2,Logging implementations for ROS 2.,https://github.com/ros2/rcl_logging,396,29,41,16,,Apache-2.0,True,True,False,False,False,True,good first issue,29,153,,0,0,0,,,396,20,29,C++;C;CMake,ros2/rcl_logging,humble|jazzy|kilted
realsense-ros,IntelRealSense,ROS Wrapper for RealSense™ Cameras,https://github.com/realsenseai/realsense-ros,50706,3208,1939,110,,Apache-2.0,True,True,False,False,False,False,,92,2156,,0,0,0,,,50706,50,3208,Python;C++;CMake;Shell;C,realsenseai/realsense-ros,humble|jazzy|kilted
rmw,ros2,The ROS Middleware (rmw) Interface.,https://github.com/ros2/rmw,854,113,78,26,hacktoberfest,Apache-2.0,True,True,False,False,False,True,good first issue,47,513,,0,0,0,,,854,34,113,C;C++;CMake,ros2/rmw,humble|jazzy|kilted
rmw_connextdds,ros2,ROS 2 RMW layer for RTI Connext DDS Professional and RTI Connext DDS Micro.,https://github.com/ros2/rmw_connextdds,1589,61,37,27,rmw;ros;rti-connext-dds,Apache-2.0,True,False,False,False,False,True,good first issue,33,421,,0,0,0,,,1589,25,61,C++;CMake;Shell;C,ros2/rmw_connextdds,humble|jazzy|kilted
rmw_fastrtps,ros2,Implementation of the ROS Middleware (rmw) Interface using eProsima's Fast RTPS.,https://github.com/ros2/rmw_fastrtps,2378,192,132,64,,Apache-2.0,True,True,False,False,False,True,good first issue,75,712,,0,0,0,,,2378,40,192,C++;CMake;C,ros2/rmw_fastrtps,humble|jazzy|kilted
graph-monitor,ros-tooling,ROS Graph Monitor - libraries and nodes to check the ROS application structure as a whole,https://github.com/ros-tooling/graph-monitor,202,31,6,19,,Apache-2.0,True,False,False,False,False,True,good first issue,3,48,,0,0,0,,,202,4,31,C++;Python;CMake;C,ros-tooling/graph-monitor,humble|jazzy|kilted
rmw_zenoh,ros2,RMW for ROS 2 using Zenoh as the middleware,https://github.com/ros2/rmw_zenoh,1871,422,76,48,,Apache-2.0,True,True,False,False,False,True,good first issue,43,421,,0,0,0,,,1871,42,422,C++;CMake,ros2/rmw_zenoh,humble|jazzy|kilted
roadmap-explorer,suchetanrs,A fast and reliable roadmap-based robot exploration module,https://github.com/suchetanrs/roadmap-explorer,18104,42,5,5,exploration;nav2;navigation;robotics;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,1,74,,0,0,0,,,18104,6,42,C++;CMake;Python,suchetanrs/roadmap-explorer,humble|jazzy|kilted
sick_safevisionary_ros2,SICKAG,ROS2 driver for SICK safeVisionary 3D cameras,https://github.com/SICKAG/sick_safevisionary_ros2,171,8,3,2,,Apache-2.0,True,False,False,False,True,True,good first issue,5,98,,0,0,0,,,171,4,8,C++;Python;CMake,SICKAG/sick_safevisionary_ros2,humble|jazzy|kilted
turtlebot4_tutorials,turtlebot,TurtleBot 4 Tutorial packages,https://github.com/turtlebot/turtlebot4_tutorials,15905,8,6,0,,MIT,True,False,False,True,False,True,good first issue,4,42,,0,0,0,,,15905,4,8,Python;C++;CMake,turtlebot/turtlebot4_tutorials,humble
ros2_eventdispatch,cyan-at,discrete-time synchronization: ros2 src repo,https://github.com/cyan-at/ros2_eventdispatch,63,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,18,,0,0,0,,,63,0,0,Python;Shell;CMake,cyan-at/ros2_eventdispatch,jazzy
multisensor_calibration,FraunhoferIOSB,"Universal calibration toolbox for assisted, target-based multi-sensor calibration with ROS 1 and ROS 2 support.",https://github.com/FraunhoferIOSB/multisensor_calibration,25748,109,10,14,autonomous-robots;camera-lidar-calibration;lidar-calibration;ros;ros2,BSD-3-Clause,True,True,False,False,False,False,,3,60,,0,0,0,,,25748,8,109,C++;CMake;Python;Shell;C,FraunhoferIOSB/multisensor_calibration,jazzy|kilted
nav2_minimal_turtlebot_simulation,ros-navigation,A minimum description & simulation of the TB4 using standard ROS-GZ tools,https://github.com/ros-navigation/nav2_minimal_turtlebot_simulation,6495,25,19,1,,Apache-2.0,True,False,False,False,False,True,good first issue,8,30,,0,0,0,,,6495,4,25,Python;CMake,ros-navigation/nav2_minimal_turtlebot_simulation,jazzy|kilted
open_sound_control_ros,chrisib,,https://github.com/chrisib/open_sound_control_ros,56,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,23,,0,0,0,,,56,1,0,Python;CMake,chrisib/open_sound_control_ros,jazzy
ament_black,botsandus,Python auto formatting tool ament package. Release repository: https://github.com/ros2-gbp/ament_black-release,https://github.com/botsandus/ament_black,66,1,1,2,,Apache-2.0,False,True,False,False,False,True,good first issue,7,63,,0,0,0,,,66,1,1,Python;CMake,botsandus/ament_black,humble|jazzy|kilted
ament_index,ament,,https://github.com/ament/ament_index,220,14,30,2,,Apache-2.0,True,True,False,False,False,True,good first issue,28,165,,0,0,0,,,220,17,14,C++;Python;CMake;C;Shell;Batchfile;Makefile,ament/ament_index,humble|jazzy|kilted
ardrone-ros2,vtalpaert,"Exports ARDRONE ARSDK3 from Parrot as a ROS2 package. A node for the Jumping Sumo is provided, but more nodes are welcome in PR.",https://github.com/vtalpaert/ardrone-ros2,2915,1,1,0,ardrone;arsdk;jumpingsumo;parrot-ar-drone;ros2,,True,False,False,False,False,True,good first issue,2,45,,0,0,0,,,2915,1,1,C;C++;Objective-C;CMake;Shell;Dockerfile,vtalpaert/ardrone-ros2,humble|jazzy
aruco_markers,namo-robotics,,https://github.com/namo-robotics/aruco_markers,96,4,2,1,,MIT,True,False,False,False,False,True,good first issue,1,35,,0,0,0,,,96,1,4,C++;CMake;Dockerfile;Shell,namo-robotics/aruco_markers,humble|jazzy|kilted
ros_aruco_opencv,fictionlab,ROS wrapper for ArUco Opencv module,https://github.com/fictionlab/ros_aruco_opencv,202,28,26,0,,MIT,True,False,False,False,False,True,good first issue,3,88,,0,0,0,,,202,3,28,C++;Python;CMake,fictionlab/ros_aruco_opencv,humble|jazzy|kilted
autoware_adapi_msgs,autowarefoundation,The Autoware AD API interfaces,https://github.com/autowarefoundation/autoware_adapi_msgs,152,6,33,4,,Apache-2.0,True,True,True,True,False,True,good first issue,19,91,,0,0,0,,,152,6,6,CMake,autowarefoundation/autoware_adapi_msgs,humble|jazzy|kilted
autoware_cmake,autowarefoundation,CMake packages for working with Autoware,https://github.com/autowarefoundation/autoware_cmake,82,2,21,8,,Apache-2.0,False,True,True,True,False,True,good first issue,13,49,,0,0,0,,,82,3,2,CMake,autowarefoundation/autoware_cmake,humble|jazzy|kilted
autoware_lanelet2_extension,autowarefoundation,Extension library of Lanelet2,https://github.com/autowarefoundation/autoware_lanelet2_extension,817,5,35,9,,Apache-2.0,False,True,True,True,False,True,good first issue,43,147,,0,0,0,,,817,7,5,C++;Python;CMake,autowarefoundation/autoware_lanelet2_extension,humble|jazzy|kilted
metro_nav,MetroRobots,Awesome ROS packages to complement Navigation2,https://github.com/MetroRobots/metro_nav,41,0,0,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,13,,0,0,0,,,41,1,0,C++;Python;CMake,MetroRobots/metro_nav,humble
locator_ros_bridge,boschglobal,ROS interface to Rexroth ROKIT Locator,https://github.com/boschglobal/rokit_ros_bridge,393,8,12,2,,Apache-2.0,True,True,False,False,False,True,good first issue,4,161,,0,0,0,,,393,3,8,C++;CMake;Python,boschglobal/rokit_ros_bridge,humble
rosbag2_broll,ros-tooling,B-Roll: Libraries and plugins for handling video data in rosbag2,https://github.com/ros-tooling/rosbag2_broll,1151,2,1,7,,Apache-2.0,True,False,False,False,False,True,good first issue,2,26,,0,0,0,,,1151,0,2,C++;CMake,ros-tooling/rosbag2_broll,humble|jazzy|kilted
camera_aravis2,FraunhoferIOSB,ROS2 camera driver for GenICam-based GigEVision and USB3Vision cameras.,https://github.com/FraunhoferIOSB/camera_aravis2,335,40,6,17,,BSD-3-Clause,True,True,False,False,False,False,,3,100,,0,0,0,,,335,6,40,C++;CMake;Python,FraunhoferIOSB/camera_aravis2,humble|jazzy
caret_trace,tier4,Library to add tracepoints for CARET,https://github.com/tier4/caret_trace,469,8,11,4,,Apache-2.0,True,True,False,True,True,True,good first issue,16,321,,0,0,0,,,469,45,8,C++;C;CMake,tier4/caret_trace,humble
clearpath_msgs,clearpathrobotics,,https://github.com/clearpathrobotics/clearpath_msgs,363,2,11,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,98,,0,0,0,,,363,4,2,CMake,clearpathrobotics/clearpath_msgs,humble|jazzy
cloudini,facontidavide,Pointcloud compression library,https://github.com/facontidavide/cloudini,3206,452,27,10,,Apache-2.0,True,False,False,False,False,True,good first issue,11,196,,0,0,0,,,3206,6,452,C++;CMake;Python;JavaScript;TypeScript;CSS;HTML,facontidavide/cloudini,humble
data_tamer,PickNikRobotics,C++ library for Fearless Timeseries Logging,https://github.com/PickNikRobotics/data_tamer,1643,283,28,13,logging;plotjuggler;real-time;timeseries-data;tracing,MIT,True,False,False,False,False,True,good first issue,10,256,,0,0,0,,,1643,18,283,C++;CMake;Python,PickNikRobotics/data_tamer,humble|jazzy|kilted
dynamixel-workbench,ROBOTIS-GIT,"ROS packages for Dynamixel controllers, msgs, single_manager, toolbox, tutorials",https://github.com/ROBOTIS-GIT/dynamixel-workbench,1259,122,195,17,dynamixel;dynamixels-workbench;dynamixelsdk;gui;package;robot;robotis;ros,Apache-2.0,True,False,False,False,False,False,,14,634,,0,0,0,,,1259,18,122,C++;CMake;C,ROBOTIS-GIT/dynamixel-workbench,humble|jazzy|kilted
fadecandy_ros,eurogroep,ROS Driver for the fandecandy LED driver board,https://github.com/eurogroep/fadecandy_ros,103,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,5,61,,0,0,0,,,103,0,0,C++;CMake;Python,eurogroep/fadecandy_ros,humble|jazzy
Fast-DDS,eProsima,The most complete DDS - Proven: Plenty of success cases. Looking for commercial support? Contact info@eprosima.com,https://github.com/eProsima/Fast-DDS,147627,2724,893,103,cpp;dds;distributed-systems;fastdds;middleware;omg;robotics;ros2;rtps,Apache-2.0,True,True,False,True,False,False,,146,6356,,0,0,0,,,147627,87,2724,C++;C;CMake;Python;CSS;Shell;Makefile;HTML;Dockerfile;Batchfile;PowerShell,eProsima/Fast-DDS,humble|jazzy|kilted
fmi_adapter,boschresearch,Integrating functional mock-up units (FMUs) in ROS nodes,https://github.com/boschresearch/fmi_adapter,819,49,14,10,fmi;keep;robotics;ros,Apache-2.0,True,True,False,False,False,True,good first issue,3,125,,0,0,0,,,819,11,49,C++;Python;CMake;Modelica,boschresearch/fmi_adapter,humble|jazzy|kilted
FogROS2,BerkeleyAutomation,An Adaptive and Extensible Platform for Cloud and Fog Robotics Using ROS 2,https://github.com/BerkeleyAutomation/FogROS2,89371,214,31,25,ros2,Apache-2.0,True,False,False,False,False,True,good first issue,9,341,,0,0,0,,,89371,7,214,Python;Shell;Dockerfile,BerkeleyAutomation/FogROS2,humble
foxglove-sdk,foxglove,Libraries and schemas for Foxglove,https://github.com/foxglove/foxglove-sdk,25651,186,72,16,cpp;data-visualization;mcap;python;robotics;ros;ros2;rust;visualization,MIT,True,True,False,True,False,False,,39,746,,0,0,0,,,25651,4,186,Rust;C++;TypeScript;Python;CMake;C;Makefile;Dockerfile;CSS;JavaScript,foxglove/foxglove-sdk,humble|jazzy|kilted
gazebo_ros2_control,ros-simulation,"Wrappers, tools and additional API's for using ros2_control with Gazebo Classic",https://github.com/ros-controls/gazebo_ros2_control,1927,247,133,34,gazebo;gazebo-classic;ros;ros2,Apache-2.0,True,False,False,False,True,True,good first issue,36,209,,0,0,0,,,1927,21,247,C++;Python;CMake;Dockerfile;Shell,ros-controls/gazebo_ros2_control,humble
googletest,ament,Google Test,https://github.com/ament/googletest,12567,3,9,3,,BSD-3-Clause,True,True,False,False,False,True,good first issue,390,4321,,0,0,0,,,12567,7,3,C++;Python;C;Starlark;CMake;Shell;Batchfile,ament/googletest,humble|jazzy|kilted
rmw_gurumdds,ros2,Implementation of the ROS middleware interface using GurumNetworks GurumDDS.,https://github.com/ros2/rmw_gurumdds,1025,13,12,2,,Apache-2.0,True,True,False,False,False,True,good first issue,10,268,,0,0,0,,,1025,3,13,C++;CMake;Shell;C,ros2/rmw_gurumdds,humble|jazzy|kilted
libhri,ros4hri,"libhri is a library that provides a simple API to access robot perceptions of humans, by wrapping ROS4HRI topics",https://github.com/ros4hri/libhri,537,3,6,3,,Apache-2.0,True,True,False,False,False,True,good first issue,7,227,,0,0,0,,,537,2,3,C++;Python;CMake,ros4hri/libhri,humble
husarion_ugv_ros,husarion,ROS package for Panther and Lynx mobile robots,https://github.com/husarion/husarion_ugv_ros,15017,71,27,7,gazebo;ros2;ros2-control,Apache-2.0,True,False,False,True,False,True,good first issue,14,1377,,0,0,0,,,15017,3,71,C++;Python;CMake;Shell;QML,husarion/husarion_ugv_ros,humble|jazzy
joint_state_publisher,ros,http://wiki.ros.org/joint_state_publisher,https://github.com/ros/joint_state_publisher,3440,59,94,14,,,False,False,False,False,False,True,good first issue,48,818,,0,0,0,,,3440,6,59,Python,ros/joint_state_publisher,humble|jazzy|kilted
kompass,automatika-robotics,"Kompass is an event-driven navigation stack designed with an easy-to-use Python API. It implements blazzingly fast, GPU powered, versions of the most cutting edge algorithms for all parts of the navigation stack.",https://github.com/automatika-robotics/kompass,14187,36,0,0,control;machine-learning;mobile-robots;navigation;robotics;ros;ros2,MIT,True,False,False,False,False,True,good first issue,2,304,,0,0,0,,,14187,3,36,Python;CMake,automatika-robotics/kompass,humble|jazzy|kilted
kuka-external-control-sdk,kroshu,,https://github.com/kroshu/kuka-external-control-sdk,803,14,14,4,,Apache-2.0,True,False,False,False,False,True,good first issue,6,125,,0,0,0,,,803,2,14,C++;CMake;C,kroshu/kuka-external-control-sdk,humble
leo_desktop-ros2,LeoRover,Desktop ROS2 packages for Leo Rover.,https://github.com/LeoRover/leo_desktop-ros2,23,0,0,0,robotics;ros2;ros2-foxy;rviz;rviz2,MIT,True,False,False,False,False,True,good first issue,1,22,,0,0,0,,,23,1,0,CMake,LeoRover/leo_desktop-ros2,humble|jazzy|kilted
resource_retriever,ros,"Package used to retrieve resources of different kinds, e.g. http://, file://, the ROS specific package://, etc.",https://github.com/ros/resource_retriever,224,11,43,2,,BSD-3-Clause-Clear,False,False,False,False,False,False,,25,219,,0,0,0,,,224,10,11,C++;Python;CMake,ros/resource_retriever,humble|jazzy|kilted
marine_msgs,apl-ocean-engineering,"Messages for DVLs, multibeams, and imaging sonars.",https://github.com/apl-ocean-engineering/marine_msgs,113,46,26,17,,BSD-3-Clause,True,False,False,False,False,True,good first issue,7,61,,0,0,0,,,113,8,46,Python;CMake,apl-ocean-engineering/marine_msgs,humble|jazzy|kilted
micro_ros_diagnostics,micro-ROS,Diagnostics framework for micro-ROS,https://github.com/micro-ROS/micro_ros_diagnostics,203,10,8,8,,Apache-2.0,True,True,False,False,False,True,good first issue,3,104,,0,0,0,,,203,3,10,C;C++;CMake;Python,micro-ROS/micro_ros_diagnostics,humble|jazzy|kilted
motion_capture_tracking,IMRCLab,"ROS Package for different motion capture systems, including custom rigid body tracking support",https://github.com/IMRCLab/motion_capture_tracking,72,58,38,13,,MIT,True,False,False,False,False,True,good first issue,4,83,,0,0,0,,,72,1,58,C++;CMake;Python,IMRCLab/motion_capture_tracking,humble|jazzy|kilted
mqtt_client,ika-rwth-aachen,ROS 2 C++ Node for bi-directionally bridging messages between ROS and MQTT,https://github.com/ika-rwth-aachen/mqtt_client,243,270,72,14,mqtt;ros;ros2,MIT,True,False,False,False,False,True,good first issue,11,259,,0,0,0,,,243,9,270,C++;CMake,ika-rwth-aachen/mqtt_client,humble|jazzy|kilted
mrpt_ros_bridge,MRPT,"C++ library and apps for bidirectional interface MRPT <-> ROS{1,2}",https://github.com/MRPT/mrpt_ros_bridge,395,2,1,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,94,,0,0,0,,,395,3,2,C++;CMake,MRPT/mrpt_ros_bridge,humble|jazzy|kilted
nao_interfaces,ijnek,,https://github.com/ijnek/nao_interfaces,60,3,1,0,,Apache-2.0,True,True,False,False,False,True,good first issue,2,78,,0,0,0,,,60,1,3,CMake,ijnek/nao_interfaces,humble|jazzy|kilted
nodl,ubuntu-robotics,CLI and parsing utilities for the ROS 2 NoDL ,https://github.com/ubuntu-robotics/nodl,194,10,10,2,,Apache-2.0,True,False,False,False,False,True,good first issue,7,107,,0,0,0,,,194,9,10,Python,ubuntu-robotics/nodl,humble|jazzy|kilted
novatel_gps_driver,swri-robotics,ROS driver for NovAtel GPS / GNSS receivers,https://github.com/swri-robotics/novatel_gps_driver,524,176,138,30,,BSD-3-Clause,True,False,False,False,False,False,,21,220,,0,0,0,,,524,13,176,C++;CMake;Python,swri-robotics/novatel_gps_driver,humble|jazzy|kilted
novatel_oem7_driver,novatel,ROS Driver for NovAtel OEM7 GNSS/SPAN Receivers,https://github.com/novatel/novatel_oem7_driver,8250,120,68,5,,MIT,True,False,False,False,False,True,good first issue,4,107,,0,0,0,,,8250,9,120,C++;Python;Shell;CMake,novatel/novatel_oem7_driver,humble|jazzy
octomap_mapping,OctoMap,"ROS stack for mapping with OctoMap, contains octomap_server package",https://github.com/OctoMap/octomap_mapping,429,423,303,37,,,True,False,False,False,False,False,,17,229,,0,0,0,,,429,16,423,C++;CMake;Python,OctoMap/octomap_mapping,humble|jazzy|kilted
omni_base_simulation,pal-robotics,,https://github.com/pal-robotics/omni_base_simulation,19411,8,2,1,,Apache-2.0,True,False,False,False,False,True,good first issue,4,169,,0,0,0,,,19411,6,8,Python;CMake,pal-robotics/omni_base_simulation,humble
spatio_temporal_voxel_layer,SteveMacenski,A new voxel layer leveraging modern 3D graphics tools to modernize navigation environmental representations,https://github.com/SteveMacenski/spatio_temporal_voxel_layer,494,798,219,16,navigation;openvdb;robot;ros;tbb;voxel,LGPL-2.1,True,False,False,False,False,True,good first issue,36,248,,0,0,0,,,494,27,798,C++;CMake,SteveMacenski/spatio_temporal_voxel_layer,humble|jazzy
orocos_kdl_vendor,ros2,,https://github.com/ros2/orocos_kdl_vendor,89,5,8,6,,Apache-2.0,True,True,False,False,False,True,good first issue,11,68,,0,0,0,,,89,14,5,CMake,ros2/orocos_kdl_vendor,humble|jazzy|kilted
ros2_ouster_drivers,SteveMacenski,"ROS2 Drivers for the Ouster OS-0, OS-1, and OS-2 Lidars",https://github.com/ros-drivers/ros2_ouster_drivers,242,146,83,23,drivers;ouster;ouster-sensor;ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,16,88,,0,0,0,,,242,8,146,C++;Python;CMake,ros-drivers/ros2_ouster_drivers,humble
ouster-ros,ouster-lidar,"Official ROS drivers for Ouster sensors (OS0, OS1, OS2, OSDome)",https://github.com/ouster-lidar/ouster-ros,996,182,215,85,lidar;ouster;pcl;point-cloud;pointcloud;ros;ros-drivers;ros-melodic;ros-noetic;ros2;ros2-foxy;ros2-humble;ros2-iron;ros2-jazzy;ros2-rolling,Other,True,False,False,True,False,True,good first issue,19,173,,0,0,0,,,996,7,182,C++;CMake;Dockerfile;Shell,ouster-lidar/ouster-ros,humble|jazzy|kilted
ouxt_common,OUXT-Polaris,common settings for OUXT Polaris ROS2 packages.,https://github.com/OUXT-Polaris/ouxt_common,97,0,0,0,,Apache-2.0,False,True,False,False,False,True,good first issue,3,138,,0,0,0,,,97,4,0,CMake,OUXT-Polaris/ouxt_common,humble|jazzy|kilted
pal_sea_arm_simulation,pal-robotics,,https://github.com/pal-robotics/pal_sea_arm_simulation,34,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,7,37,,0,0,0,,,34,6,0,Python;CMake;EmberScript,pal-robotics/pal_sea_arm_simulation,humble
pal_statistics,pal-robotics,"A way of gathering, aggregating, storing and visualizing statistics from arbitrary sources in a flexible and real-time safe way in ROS/ROS2",https://github.com/pal-robotics/pal_statistics,3575,67,14,4,introspection;quantification-evaluation-methods;real-time;ros;ros-control;ros-controllers;ros2;statistics,,True,False,False,False,False,True,good first issue,9,337,,0,0,0,,,3575,10,67,C++;Python;CMake;Dockerfile;Shell,pal-robotics/pal_statistics,humble|jazzy|kilted
picknik_controllers,PickNikRobotics,PickNik's ros2_controllers,https://github.com/PickNikRobotics/picknik_controllers,98,1,5,5,,Apache-2.0,True,False,False,False,False,True,good first issue,10,58,,0,0,0,,,98,13,1,C++;C;CMake,PickNikRobotics/picknik_controllers,humble|jazzy|kilted
pluginlib,ros,Library for loading/unloading plugins in ROS packages during runtime,https://github.com/ros/pluginlib,640,64,104,13,,BSD-3-Clause,False,True,False,False,False,False,,40,358,,0,0,0,,,640,16,64,C++;CMake;Python,ros/pluginlib,humble|jazzy|kilted
pmb2_simulation,pal-robotics,,https://github.com/pal-robotics/pmb2_simulation,13422,8,4,3,advanced-navigation;differential-drive-robot;fleet;gazebo;humble;mobile-base;move-base;navigation;noetic;ros;ros2,Apache-2.0,True,True,False,False,False,False,,14,549,,0,0,0,,,13422,11,8,Python;CMake,pal-robotics/pmb2_simulation,humble
point_cloud_transport,ros-perception,Point Cloud Compression for ROS,https://github.com/ros-perception/point_cloud_transport,3516,102,16,5,,BSD-3-Clause,True,True,False,False,False,True,good first issue,14,205,,0,0,0,,,3516,3,102,C++;Python;CMake,ros-perception/point_cloud_transport,humble|jazzy|kilted
psdk_ros2,umdlife,This repository is a ROS 2 wrapper for the DJI PSDK libraries. ,https://github.com/umdlife/psdk_ros2,5211,118,29,32,,MPL-2.0,True,False,False,True,False,True,good first issue,12,592,,0,0,0,,,5211,6,118,C++;CMake;Python,umdlife/psdk_ros2,humble
raspimouse2,rt-net,ROS 2 node for Raspberry Pi Mouse,https://github.com/rt-net/raspimouse2,77,57,12,1,raspberry-pi-mouse;raspimouse;robot;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,7,62,,0,0,0,,,77,4,57,C++;CMake;Python,rt-net/raspimouse2,humble|jazzy|kilted
rc_reason_clients_ros2,roboception,ROS2 clients for rc_reason modules of Roboception rc_visard 3D sensor,https://github.com/roboception/rc_reason_clients_ros2,218,2,0,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,90,,0,0,0,,,218,2,2,Python;CMake,roboception/rc_reason_clients_ros2,humble|jazzy|kilted
rospy_message_converter,DFKI-NI,Converts between Python dictionaries and JSON to ROS messages.,https://github.com/DFKI-NI/rospy_message_converter,180,236,101,1,,BSD-3-Clause,True,False,False,False,False,False,,13,132,,0,0,0,,,180,6,236,Python;CMake,DFKI-NI/rospy_message_converter,humble|jazzy|kilted
